T,P,p,Cv,Cp,u,Phase
400,30,30000000,91.60976886,125.8076589,710.8714594,supercritical
410,30,30000000,93.36656494,127.7142117,684.5168021,supercritical
420,30,30000000,95.10941798,129.5678799,659.8176086,supercritical
430,30,30000000,96.83491842,131.3573823,636.7837914,supercritical
440,30,30000000,98.54019238,133.071418,615.4190644,supercritical
450,30,30000000,100.2229539,134.6992982,595.7193803,supercritical
460,30,30000000,101.8815452,136.2317774,577.6710201,supercritical
470,30,30000000,103.5149545,137.6619713,561.2486242,supercritical
480,30,30000000,105.1228033,138.9861939,546.4135878,supercritical
490,30,30000000,106.7052971,140.2045278,533.1132538,supercritical
500,30,30000000,108.2631419,141.3209823,521.2812151,supercritical
510,30,30000000,109.7974312,142.3431859,510.8388088,supercritical
520,30,30000000,111.309518,143.2816669,501.6976286,supercritical
530,30,30000000,112.800884,144.1488693,493.7626869,supercritical
540,30,30000000,114.2730216,144.9580879,486.9357763,supercritical
550,30,30000000,115.7273377,145.7224933,481.1186187,supercritical
560,30,30000000,117.1650857,146.4543623,476.2155082,supercritical
570,30,30000000,118.5873252,147.1645622,472.1353043,supercritical
580,30,30000000,119.9949069,147.862283,468.7927595,supercritical
590,30,30000000,121.3884766,148.5549725,466.1092557,supercritical
600,30,30000000,122.7684935,149.2484173,464.0130696,supercritical
150,50,50000000,60.95127757,86.80967429,1905.125207,liquid
160,50,50000000,61.17499156,87.34597733,1850.930167,liquid
170,50,50000000,61.48779978,87.94218772,1797.660468,liquid
180,50,50000000,61.90095269,88.6099871,1745.326356,liquid
190,50,50000000,62.42286435,89.35981925,1693.975734,liquid
200,50,50000000,63.05832503,90.19976346,1643.674902,liquid
210,50,50000000,63.80872699,91.13491926,1594.489405,liquid
220,50,50000000,64.67271012,92.167257,1546.4729,liquid
230,50,50000000,65.64688741,93.29587363,1499.664975,liquid
240,50,50000000,66.72640697,94.51751828,1454.095354,liquid
250,50,50000000,67.9052145,95.82712055,1409.789734,liquid
260,50,50000000,69.17614878,97.21817231,1366.772973,liquid
270,50,50000000,70.53110774,98.68302347,1325.068746,liquid
280,50,50000000,71.96136596,100.2131927,1284.697559,liquid
290,50,50000000,73.45795513,101.799709,1245.675214,liquid
300,50,50000000,75.01199189,103.4334392,1208.012424,liquid
310,50,50000000,76.61490159,105.1053579,1171.715245,liquid
320,50,50000000,78.2585473,106.8067448,1136.785724,liquid
330,50,50000000,79.93529637,108.5293189,1103.222383,liquid
340,50,50000000,81.63805335,110.2653225,1071.02046,liquid
350,50,50000000,83.36027574,112.0075708,1040.171949,liquid
360,50,50000000,85.09598006,113.7494747,1010.665583,liquid
370,50,50000000,86.83974065,115.4850446,982.4868218,supercritical
380,50,50000000,88.58668222,117.2088781,955.6179202,supercritical
390,50,50000000,90.33246678,118.9161373,930.0380961,supercritical
400,50,50000000,92.073276,120.6025179,905.7237965,supercritical
410,50,50000000,93.80578978,122.2642145,882.6490469,supercritical
420,50,50000000,95.5271621,123.8978879,860.7858525,supercritical
430,50,50000000,97.2349945,125.5006357,840.104616,supercritical
440,50,50000000,98.9273078,127.0699722,820.5745317,supercritical
450,50,50000000,100.6025121,128.603818,802.1639203,supercritical
460,50,50000000,102.2593752,130.1005003,784.8404778,supercritical
470,50,50000000,103.8969899,131.5587633,768.5714218,supercritical
480,50,50000000,105.5147393,132.9777841,753.323535,supercritical
490,50,50000000,107.1122623,134.357191,739.0631215,supercritical
500,50,50000000,108.6894171,135.6970773,725.7559014,supercritical
510,50,50000000,110.2462461,136.9980056,713.3668793,supercritical
520,50,50000000,111.782941,138.260998,701.8602241,supercritical
530,50,50000000,113.2998087,139.4875082,691.1991948,supercritical
540,50,50000000,114.7972407,140.6793753,681.3461372,supercritical
550,50,50000000,116.2756844,141.8387611,672.2625672,supercritical
560,50,50000000,117.735618,142.9680734,663.9093421,supercritical
570,50,50000000,119.1775296,144.0698813,656.2469102,supercritical
580,50,50000000,120.6018999,145.1468285,649.23562,supercritical
590,50,50000000,122.0091889,146.2015503,642.8360648,supercritical
600,50,50000000,123.3998269,147.2365988,637.0094375,supercritical
