T,P,p,Cv,Cp,u,Phase
310,30,30000000,183.6382054,225.6344873,1282.79656,liquid
320,30,30000000,187.2817417,229.1897639,1249.154069,liquid
330,30,30000000,190.9957712,232.8169497,1216.320802,liquid
340,30,30000000,194.7624634,236.4967684,1184.295454,liquid
350,30,30000000,198.5659909,240.2123404,1153.075722,liquid
360,30,30000000,202.3923943,243.9489925,1122.658309,liquid
370,30,30000000,206.2294497,247.6940673,1093.038906,liquid
380,30,30000000,210.0665372,251.4367362,1064.212202,liquid
390,30,30000000,213.8945103,255.1678178,1036.171912,liquid
400,30,30000000,217.7055646,258.879602,1008.910833,liquid
410,30,30000000,221.4931094,262.565683,982.4209192,liquid
420,30,30000000,225.2516411,266.2207998,956.693383,liquid
430,30,30000000,228.9766206,269.8406852,931.7188011,liquid
440,30,30000000,232.6643571,273.4219226,907.4872387,liquid
450,30,30000000,236.3119007,276.9618114,883.9883902,liquid
460,30,30000000,239.9169469,280.4582445,861.2117445,liquid
470,30,30000000,243.4777507,283.909601,839.1467771,liquid
480,30,30000000,246.9930485,287.3146527,817.7831538,liquid
490,30,30000000,250.4619813,290.6724786,797.1109185,liquid
500,30,30000000,253.884021,293.9823853,777.1206407,liquid
510,30,30000000,257.2589036,297.2438295,757.8035139,liquid
520,30,30000000,260.5865747,300.4563473,739.1514142,liquid
530,30,30000000,263.8671494,303.6194946,721.1569359,liquid
540,30,30000000,267.1008848,306.7328015,703.8134139,liquid
550,30,30000000,270.2881597,309.7957426,687.1149309,supercritical
560,30,30000000,273.4294576,312.8077217,671.0562952,supercritical
570,30,30000000,276.5253492,315.7680685,655.632972,supercritical
580,30,30000000,279.5764743,318.6760468,640.8409563,supercritical
590,30,30000000,282.583525,321.5308727,626.6765815,supercritical
600,30,30000000,285.5472297,324.3317427,613.1362712,supercritical
220,50,50000000,159.2754416,201.1015712,1698.859508,liquid
230,50,50000000,161.0838514,202.6110598,1661.027215,liquid
240,50,50000000,163.2251784,204.4787429,1623.952654,liquid
250,50,50000000,165.664532,206.6668892,1587.659212,liquid
260,50,50000000,168.3666697,209.1369169,1552.164944,liquid
270,50,50000000,171.2974842,211.8510999,1517.482316,liquid
280,50,50000000,174.4248297,214.7736463,1483.619063,liquid
290,50,50000000,177.7189028,217.8713004,1450.57933,liquid
300,50,50000000,181.1523588,221.113618,1418.364647,liquid
310,50,50000000,184.700291,224.4730377,1386.974598,liquid
320,50,50000000,188.3401489,227.9248328,1356.407203,liquid
330,50,50000000,192.0516331,231.4469954,1326.659089,liquid
340,50,50000000,195.8165829,235.0200858,1297.725548,liquid
350,50,50000000,199.6188612,238.6270616,1269.600543,liquid
360,50,50000000,203.4442361,242.2530995,1242.276714,liquid
370,50,50000000,207.2802587,245.8854124,1215.745406,liquid
380,50,50000000,211.116136,249.5130674,1189.99672,liquid
390,50,50000000,214.9426001,253.1268062,1165.0196,liquid
400,50,50000000,218.7517754,256.718872,1140.80194,liquid
410,50,50000000,222.5370456,260.2828429,1117.330697,liquid
420,50,50000000,226.2929223,263.8134738,1094.592029,liquid
430,50,50000000,230.0149184,267.3065493,1072.571413,liquid
440,50,50000000,233.6994268,270.7587466,1051.253785,liquid
450,50,50000000,237.3436077,274.1675094,1030.623654,liquid
460,50,50000000,240.9452837,277.5309351,1010.665231,liquid
470,50,50000000,244.5028452,280.8476726,991.362538,liquid
480,50,50000000,248.0151636,284.116833,972.6995202,liquid
490,50,50000000,251.4815131,287.3379088,954.6601393,liquid
500,50,50000000,254.901501,290.5107037,937.2284567,liquid
510,50,50000000,258.2750065,293.6352702,920.3887035,liquid
520,50,50000000,261.6021285,296.7118564,904.1253413,liquid
530,50,50000000,264.8831411,299.7408603,888.4231147,liquid
540,50,50000000,268.1184566,302.7227925,873.2670993,liquid
550,50,50000000,271.3085937,305.6582456,858.642742,supercritical
560,50,50000000,274.4541511,308.5478688,844.5358937,supercritical
570,50,50000000,277.555785,311.3923483,830.9328313,supercritical
580,50,50000000,280.6141898,314.1923913,817.8202697,supercritical
590,50,50000000,283.6300832,316.948714,805.1853623,supercritical
600,50,50000000,286.6041932,319.6620325,793.0156916,supercritical
